id,ordered_at,delivered_at,delivered_to,order_channel
2366,11/2/2018 14:36,11/2/2018 14:39,CX-705,delivery 
2367,11/24/2018 13:13,11/24/2018 13:24,CX-638,pick-up
2368,11/22/2018 22:12,11/22/2018 22:36,CX-963,delivery 
2369,9/1/2018 21:20,9/1/2018 21:47,CX-8,pick-up
2370,10/8/2018 4:30,10/8/2018 4:54,CX-200,delivery 
2371,11/23/2018 11:43,11/23/2018 12:12,CX-482,pick-up
2372,10/5/2018 10:31,10/5/2018 10:37,CX-616,delivery 
2373,9/24/2018 20:54,9/24/2018 21:23,CX-578,pick-up
2374,10/21/2018 2:50,10/21/2018 3:07,CX-166,delivery 
2375,11/11/2018 20:47,11/11/2018 21:09,CX-672,pick-up
2376,10/29/2018 15:08,10/29/2018 15:16,CX-107,delivery 
2377,11/30/2018 20:41,11/30/2018 20:41,CX-631,pick-up
2378,11/20/2018 2:18,11/20/2018 2:30,CX-830,delivery 
2379,10/14/2018 0:58,10/14/2018 1:05,CX-468,pick-up
2380,9/5/2018 4:39,9/5/2018 4:40,CX-189,delivery 
2381,11/21/2018 2:18,11/21/2018 2:29,CX-718,pick-up
2382,9/15/2018 20:27,9/15/2018 20:30,CX-502,delivery 
2383,9/5/2018 16:36,9/5/2018 16:46,CX-910,pick-up
2384,10/27/2018 4:06,10/27/2018 4:08,CX-876,delivery 
2385,11/8/2018 16:03,11/8/2018 16:16,CX-459,pick-up
2386,10/29/2018 18:34,10/29/2018 19:02,CX-162,delivery 
2387,9/25/2018 5:40,9/25/2018 5:49,CX-344,pick-up
2388,11/2/2018 4:43,11/2/2018 5:02,CX-699,delivery 
2389,11/20/2018 11:53,11/20/2018 12:07,CX-329,pick-up
2390,11/5/2018 13:33,11/5/2018 13:41,CX-71,delivery 
2391,8/21/2018 12:48,8/21/2018 12:58,CX-937,pick-up
2392,10/12/2018 13:28,10/12/2018 13:56,CX-300,delivery 
2393,11/9/2018 12:10,11/9/2018 12:32,CX-651,pick-up
2394,11/27/2018 2:42,11/27/2018 2:51,CX-509,delivery 
2395,10/16/2018 4:15,10/16/2018 4:43,CX-165,pick-up
2396,11/10/2018 11:56,11/10/2018 12:19,CX-7,delivery 
2397,11/14/2018 13:12,11/14/2018 13:24,CX-248,pick-up
2398,9/28/2018 5:01,9/28/2018 5:02,CX-320,delivery 
2399,11/9/2018 22:49,11/9/2018 23:02,CX-510,pick-up
2400,11/18/2018 11:36,11/18/2018 11:38,CX-714,delivery 
2401,10/29/2018 3:24,10/29/2018 3:28,CX-665,pick-up
2402,11/12/2018 20:55,11/12/2018 21:08,CX-808,delivery 
2403,10/11/2018 20:28,10/11/2018 20:54,CX-156,pick-up
2404,10/21/2018 19:36,10/21/2018 19:38,CX-163,delivery 
2405,8/31/2018 1:35,8/31/2018 1:47,CX-170,pick-up
2406,11/22/2018 0:02,11/22/2018 0:22,CX-26,delivery 
2407,9/14/2018 18:58,9/14/2018 19:07,CX-142,pick-up
2408,9/9/2018 13:43,9/9/2018 14:04,CX-718,delivery 
2409,10/19/2018 9:49,10/19/2018 10:08,CX-905,pick-up
2410,11/27/2018 10:00,11/27/2018 10:28,CX-996,delivery 
2411,11/12/2018 2:56,11/12/2018 2:56,CX-919,pick-up
2412,11/25/2018 21:30,11/25/2018 21:58,CX-64,delivery 
2413,10/28/2018 14:09,10/28/2018 14:15,CX-398,pick-up
2414,9/6/2018 11:51,9/6/2018 11:58,CX-433,delivery 
2415,10/17/2018 9:39,10/17/2018 9:44,CX-915,pick-up
2416,11/28/2018 9:53,11/28/2018 10:07,CX-659,delivery 
2417,11/29/2018 11:07,11/29/2018 11:12,CX-896,pick-up
2418,9/2/2018 10:57,9/2/2018 11:03,CX-99,delivery 
2419,10/31/2018 21:18,10/31/2018 21:30,CX-645,pick-up
2420,11/18/2018 13:07,11/18/2018 13:09,CX-708,delivery 
2421,10/14/2018 11:01,10/14/2018 11:13,CX-940,pick-up
2422,11/12/2018 9:04,11/12/2018 9:19,CX-282,delivery 
2423,10/11/2018 5:56,10/11/2018 6:21,CX-299,pick-up
2424,12/1/2018 17:43,12/1/2018 17:48,CX-10,delivery 
2425,11/30/2018 16:16,11/30/2018 16:44,CX-641,pick-up
2426,11/30/2018 10:35,11/30/2018 10:46,CX-997,delivery 
2427,11/16/2018 4:12,11/16/2018 4:35,CX-952,pick-up
2428,11/1/2018 10:06,11/1/2018 10:33,CX-384,delivery 
2429,11/8/2018 5:19,11/8/2018 5:38,CX-658,pick-up
2430,10/27/2018 2:46,10/27/2018 3:04,CX-634,delivery 
2431,9/19/2018 15:57,9/19/2018 16:21,CX-683,pick-up
2432,10/14/2018 23:49,10/14/2018 23:51,CX-479,delivery 
2433,10/11/2018 23:53,10/11/2018 23:57,CX-194,pick-up
2434,10/23/2018 20:12,10/23/2018 20:28,CX-796,delivery 
2435,11/7/2018 21:36,11/7/2018 21:38,CX-350,pick-up
2436,11/27/2018 7:33,11/27/2018 7:59,CX-894,delivery 
2437,10/12/2018 0:11,10/12/2018 0:14,CX-762,pick-up
2438,10/13/2018 0:37,10/13/2018 0:59,CX-519,delivery 
2439,11/2/2018 6:55,11/2/2018 7:19,CX-51,pick-up
2440,9/6/2018 11:50,9/6/2018 12:07,CX-801,delivery 
2441,11/1/2018 17:18,11/1/2018 17:23,CX-1,pick-up
2442,11/26/2018 22:08,11/26/2018 22:13,CX-734,delivery 
2443,11/13/2018 10:53,11/13/2018 11:04,CX-736,pick-up
2444,9/8/2018 12:21,9/8/2018 12:30,CX-636,delivery 
2445,10/19/2018 17:16,10/19/2018 17:40,CX-202,pick-up
2446,10/29/2018 4:35,10/29/2018 5:04,CX-881,delivery 
2447,9/16/2018 15:51,9/16/2018 16:18,CX-894,pick-up
2448,10/14/2018 1:39,10/14/2018 1:56,CX-231,delivery 
2449,9/22/2018 7:43,9/22/2018 7:45,CX-729,pick-up
2450,12/1/2018 17:02,12/1/2018 17:06,CX-4,delivery 
2451,11/13/2018 7:12,11/13/2018 7:20,CX-857,pick-up
2452,11/21/2018 11:11,11/21/2018 11:38,CX-861,delivery 
2453,8/28/2018 6:01,8/28/2018 6:18,CX-865,pick-up
2454,10/18/2018 6:08,10/18/2018 6:08,CX-482,delivery 
2455,11/7/2018 5:42,11/7/2018 6:03,CX-965,pick-up
2456,8/29/2018 13:26,8/29/2018 13:51,CX-729,delivery 
2457,11/18/2018 20:45,11/18/2018 21:11,CX-92,pick-up
2458,10/23/2018 13:51,10/23/2018 13:55,CX-636,delivery 
2459,10/24/2018 6:54,10/24/2018 7:05,CX-310,pick-up
2460,11/29/2018 5:44,11/29/2018 5:50,CX-136,delivery 
2461,11/26/2018 12:34,11/26/2018 12:43,CX-393,pick-up
2462,10/14/2018 15:22,10/14/2018 15:28,CX-450,delivery 
2463,10/21/2018 5:01,10/21/2018 5:21,CX-189,pick-up
2464,10/13/2018 13:26,10/13/2018 13:38,CX-944,delivery 
2465,11/30/2018 20:13,11/30/2018 20:20,CX-171,pick-up
2466,11/3/2018 19:00,11/3/2018 19:27,CX-593,delivery 
2467,11/7/2018 20:34,11/7/2018 20:41,CX-472,pick-up
2468,10/7/2018 1:35,10/7/2018 1:59,CX-196,delivery 
2469,9/22/2018 4:15,9/22/2018 4:27,CX-330,pick-up
2470,11/24/2018 10:25,11/24/2018 10:42,CX-9,delivery 
2471,11/8/2018 16:06,11/8/2018 16:34,CX-455,pick-up
2472,10/20/2018 6:06,10/20/2018 6:32,CX-842,delivery 
2473,11/22/2018 14:36,11/22/2018 14:40,CX-439,pick-up
2474,11/13/2018 3:50,11/13/2018 4:03,CX-392,delivery 
2475,11/4/2018 3:51,11/4/2018 4:01,CX-230,pick-up
2476,12/1/2018 6:46,12/1/2018 6:52,CX-957,delivery 
2477,11/13/2018 20:19,11/13/2018 20:49,CX-528,pick-up
2478,11/30/2018 1:39,11/30/2018 2:02,CX-907,delivery 
2479,10/25/2018 23:31,10/25/2018 23:43,CX-600,pick-up
2480,11/29/2018 18:05,11/29/2018 18:19,CX-589,delivery 
2481,10/3/2018 9:38,10/3/2018 9:48,CX-48,pick-up
2482,9/16/2018 1:08,9/16/2018 1:12,CX-430,delivery 
2483,11/14/2018 20:51,11/14/2018 21:07,CX-880,pick-up
2484,10/15/2018 21:49,10/15/2018 22:10,CX-367,delivery 
2485,9/13/2018 0:28,9/13/2018 0:29,CX-399,pick-up
2486,11/16/2018 21:33,11/16/2018 21:47,CX-295,delivery 
2487,11/1/2018 1:54,11/1/2018 2:05,CX-706,pick-up
2488,9/7/2018 10:22,9/7/2018 10:27,CX-77,delivery 
2489,10/6/2018 14:11,10/6/2018 14:13,CX-19,pick-up
2490,10/19/2018 0:41,10/19/2018 1:00,CX-540,delivery 
2491,11/13/2018 19:31,11/13/2018 19:56,CX-487,pick-up
2492,11/10/2018 3:48,11/10/2018 3:56,CX-195,delivery 
2493,8/28/2018 14:39,8/28/2018 15:05,CX-810,pick-up
2494,10/11/2018 3:43,10/11/2018 3:56,CX-368,delivery 
2495,11/8/2018 12:45,11/8/2018 13:04,CX-603,pick-up
2496,11/23/2018 0:13,11/23/2018 0:20,CX-650,delivery 
2497,11/12/2018 18:28,11/12/2018 18:40,CX-402,pick-up
2498,8/21/2018 0:03,8/21/2018 0:18,CX-480,delivery 
2499,10/15/2018 18:04,10/15/2018 18:21,CX-2,pick-up
2500,9/22/2018 16:37,9/22/2018 16:47,CX-248,delivery 
2501,9/17/2018 5:07,9/17/2018 5:23,CX-646,pick-up
2502,8/30/2018 18:26,8/30/2018 18:43,CX-393,delivery 
2503,11/28/2018 11:40,11/28/2018 12:03,CX-145,pick-up
2504,11/11/2018 20:53,11/11/2018 20:59,CX-393,delivery 
2505,11/19/2018 5:52,11/19/2018 6:19,CX-640,pick-up
2506,9/10/2018 3:15,9/10/2018 3:28,CX-785,delivery 
2507,11/25/2018 10:30,11/25/2018 10:56,CX-924,pick-up
2508,11/19/2018 20:26,11/19/2018 20:48,CX-717,delivery 
2509,11/7/2018 18:00,11/7/2018 18:23,CX-461,pick-up
2510,11/26/2018 2:48,11/26/2018 3:04,CX-260,delivery 
2511,11/23/2018 11:57,11/23/2018 12:01,CX-694,pick-up
2512,11/10/2018 8:36,11/10/2018 8:43,CX-7,delivery 
2513,10/12/2018 7:45,10/12/2018 8:01,CX-189,pick-up
2514,11/4/2018 18:49,11/4/2018 19:03,CX-3,delivery 
2515,9/27/2018 3:17,9/27/2018 3:41,CX-794,pick-up
2516,10/13/2018 20:28,10/13/2018 20:41,CX-682,delivery 
2517,10/28/2018 16:38,10/28/2018 17:04,CX-650,pick-up
2518,11/29/2018 5:13,11/29/2018 5:24,CX-774,delivery 
2519,11/5/2018 9:36,11/5/2018 9:57,CX-95,pick-up
2520,11/19/2018 8:58,11/19/2018 9:04,CX-685,delivery 
2521,11/28/2018 17:27,11/28/2018 17:28,CX-271,pick-up
2522,11/18/2018 22:05,11/18/2018 22:19,CX-53,delivery 
2523,10/26/2018 15:33,10/26/2018 15:48,CX-371,pick-up
2524,11/26/2018 13:28,11/26/2018 13:57,CX-293,delivery 
2525,9/4/2018 2:03,9/4/2018 2:30,CX-731,pick-up
2526,11/29/2018 14:50,11/29/2018 15:07,CX-90,delivery 
2527,10/29/2018 1:59,10/29/2018 2:01,CX-517,pick-up
2528,10/23/2018 1:38,10/23/2018 1:55,CX-573,delivery 
2529,10/6/2018 15:39,10/6/2018 15:59,CX-149,pick-up
2530,10/21/2018 19:45,10/21/2018 20:08,CX-482,delivery 
2531,11/26/2018 7:44,11/26/2018 7:55,CX-770,pick-up
2532,9/12/2018 4:36,9/12/2018 4:58,CX-442,delivery 
2533,10/12/2018 18:03,10/12/2018 18:08,CX-415,pick-up
2534,11/23/2018 18:58,11/23/2018 19:20,CX-793,delivery 
2535,10/19/2018 19:19,10/19/2018 19:42,CX-972,pick-up
2536,11/21/2018 9:05,11/21/2018 9:14,CX-340,delivery 
2537,10/2/2018 10:56,10/2/2018 11:06,CX-473,pick-up
2538,11/20/2018 14:18,11/20/2018 14:32,CX-223,delivery 
2539,11/13/2018 12:01,11/13/2018 12:25,CX-301,pick-up
2540,11/15/2018 11:47,11/15/2018 11:55,CX-289,delivery 
2541,9/17/2018 7:56,9/17/2018 8:15,CX-276,pick-up
2542,10/29/2018 6:10,10/29/2018 6:34,CX-863,delivery 
2543,11/20/2018 17:44,11/20/2018 17:45,CX-840,pick-up
2544,9/28/2018 1:53,9/28/2018 2:15,CX0,delivery 
2545,8/27/2018 9:01,8/27/2018 9:27,CX-272,pick-up
2546,11/18/2018 5:12,11/18/2018 5:42,CX-453,delivery 
2547,11/14/2018 17:15,11/14/2018 17:28,CX-608,pick-up
2548,10/22/2018 20:08,10/22/2018 20:18,CX-137,delivery 
2549,11/19/2018 7:07,11/19/2018 7:09,CX-405,pick-up
2550,11/8/2018 11:30,11/8/2018 11:43,CX-5,delivery 
2551,11/3/2018 2:44,11/3/2018 3:13,CX-729,pick-up
2552,11/2/2018 4:44,11/2/2018 4:45,CX-643,delivery 
2553,11/3/2018 8:58,11/3/2018 9:13,CX-646,pick-up
2554,10/27/2018 15:15,10/27/2018 15:37,CX-350,delivery 
2555,10/25/2018 16:48,10/25/2018 17:04,CX-471,pick-up
2556,10/26/2018 16:55,10/26/2018 17:07,CX-357,delivery 
2557,11/25/2018 21:05,11/25/2018 21:16,CX-795,pick-up
2558,10/10/2018 9:07,10/10/2018 9:30,CX0,delivery 
2559,11/29/2018 13:32,11/29/2018 13:40,CX-844,pick-up
2560,11/14/2018 5:51,11/14/2018 6:08,CX-714,delivery 
2561,11/2/2018 1:26,11/2/2018 1:48,CX-101,pick-up
2562,11/1/2018 14:23,11/1/2018 14:31,CX-138,delivery 
2563,9/12/2018 19:53,9/12/2018 20:12,CX-791,pick-up
2564,11/27/2018 14:50,11/27/2018 14:53,CX-493,delivery 
2565,11/19/2018 20:18,11/19/2018 20:42,CX-359,pick-up
2566,11/3/2018 20:17,11/3/2018 20:40,CX-401,delivery 
2567,10/15/2018 7:11,10/15/2018 7:25,CX-620,pick-up
2568,10/24/2018 11:31,10/24/2018 12:00,CX-841,delivery 
2569,11/27/2018 10:08,11/27/2018 10:21,CX-640,pick-up
2570,11/13/2018 8:55,11/13/2018 8:57,CX-93,delivery 
2571,8/31/2018 9:06,8/31/2018 9:23,CX-339,pick-up
2572,11/30/2018 9:55,11/30/2018 10:00,CX-5,delivery 
2573,11/7/2018 8:39,11/7/2018 8:41,CX-735,pick-up
2574,11/3/2018 0:47,11/3/2018 1:03,CX-657,delivery 
2575,12/1/2018 9:03,12/1/2018 9:03,CX-191,pick-up
2576,9/8/2018 11:06,9/8/2018 11:10,CX-340,delivery 
2577,9/5/2018 21:28,9/5/2018 21:34,CX-978,pick-up
2578,10/11/2018 4:06,10/11/2018 4:13,CX-611,delivery 
2579,9/10/2018 1:15,9/10/2018 1:31,CX-415,pick-up
2580,11/29/2018 1:30,11/29/2018 1:55,CX-992,delivery 
2581,10/21/2018 19:27,10/21/2018 19:34,CX-725,pick-up
2582,11/7/2018 11:09,11/7/2018 11:33,CX-434,delivery 
2583,10/28/2018 10:23,10/28/2018 10:50,CX-84,pick-up
2584,10/6/2018 20:10,10/6/2018 20:18,CX-297,delivery 
2585,11/14/2018 10:10,11/14/2018 10:12,CX-257,pick-up
2586,9/16/2018 14:29,9/16/2018 14:49,CX-169,delivery 
2587,11/5/2018 9:16,11/5/2018 9:38,CX-949,pick-up
2588,10/12/2018 3:47,10/12/2018 4:04,CX-475,delivery 
2589,10/1/2018 21:57,10/1/2018 22:05,CX-700,pick-up
2590,11/20/2018 6:25,11/20/2018 6:40,CX-879,delivery 
2591,11/11/2018 2:18,11/11/2018 2:38,CX-837,pick-up
2592,11/16/2018 16:01,11/16/2018 16:24,CX-375,delivery 
2593,11/8/2018 14:16,11/8/2018 14:18,CX-590,pick-up
2594,9/8/2018 14:38,9/8/2018 15:04,CX-500,delivery 
2595,11/12/2018 20:48,11/12/2018 21:02,CX-104,pick-up
2596,12/1/2018 9:21,12/1/2018 9:31,CX-738,delivery 
2597,11/29/2018 16:07,11/29/2018 16:15,CX-669,pick-up
2598,10/5/2018 22:10,10/5/2018 22:23,CX-937,delivery 
2599,11/20/2018 10:26,11/20/2018 10:29,CX-318,pick-up
2600,11/21/2018 5:08,11/21/2018 5:22,CX-3,delivery 
2601,10/15/2018 9:53,10/15/2018 9:55,CX-689,pick-up
2602,11/13/2018 6:43,11/13/2018 6:58,CX-100,delivery 
2603,11/23/2018 0:58,11/23/2018 1:06,CX-909,pick-up
2604,10/4/2018 22:58,10/4/2018 23:02,CX-274,delivery 
2605,9/7/2018 16:00,9/7/2018 16:08,CX-3,pick-up
2606,10/3/2018 23:44,10/4/2018 0:06,CX-968,delivery 
2607,10/4/2018 23:29,10/4/2018 23:45,CX-489,pick-up
2608,10/30/2018 2:24,10/30/2018 2:29,CX-921,delivery 
2609,10/8/2018 23:56,10/9/2018 0:26,CX-362,pick-up
2610,9/2/2018 21:59,9/2/2018 22:04,CX-530,delivery 
2611,11/23/2018 3:27,11/23/2018 3:30,CX-747,pick-up
2612,10/24/2018 5:11,10/24/2018 5:36,CX-448,delivery 
2613,11/18/2018 18:44,11/18/2018 18:48,CX-381,pick-up
2614,10/25/2018 16:31,10/25/2018 16:42,CX-256,delivery 
2615,11/15/2018 6:59,11/15/2018 7:21,CX-138,pick-up
2616,11/23/2018 1:15,11/23/2018 1:27,CX-637,delivery 
2617,11/18/2018 11:34,11/18/2018 11:51,CX-746,pick-up
2618,11/10/2018 0:21,11/10/2018 0:30,CX-3,delivery 
2619,11/17/2018 15:55,11/17/2018 16:05,CX-566,pick-up
2620,11/7/2018 21:43,11/7/2018 21:59,CX-136,delivery 
2621,10/16/2018 4:42,10/16/2018 5:03,CX-352,pick-up
2622,10/30/2018 1:52,10/30/2018 2:02,CX-845,delivery 
2623,10/9/2018 1:22,10/9/2018 1:38,CX-447,pick-up
2624,10/22/2018 23:36,10/22/2018 23:49,CX-627,delivery 
2625,10/17/2018 8:14,10/17/2018 8:36,CX-96,pick-up
2626,9/19/2018 3:14,9/19/2018 3:35,CX-874,delivery 
2627,11/30/2018 8:03,11/30/2018 8:17,CX-828,pick-up
2628,8/15/2018 21:45,8/15/2018 22:06,CX-258,delivery 
2629,10/10/2018 14:25,10/10/2018 14:36,CX-412,pick-up
2630,10/19/2018 19:58,10/19/2018 20:15,CX-3,delivery 
2631,8/31/2018 17:10,8/31/2018 17:23,CX-132,pick-up
2632,10/27/2018 0:17,10/27/2018 0:37,CX-607,delivery 
2633,9/5/2018 20:14,9/5/2018 20:39,CX-120,pick-up
2634,10/1/2018 10:00,10/1/2018 10:08,CX-888,delivery 
2635,9/20/2018 0:49,9/20/2018 1:03,CX-498,pick-up
2636,10/4/2018 16:51,10/4/2018 16:53,CX-858,delivery 
2637,9/24/2018 20:34,9/24/2018 20:44,CX-357,pick-up
2638,10/24/2018 3:56,10/24/2018 4:07,CX-835,delivery 
2639,11/7/2018 23:27,11/7/2018 23:46,CX-130,pick-up
2640,11/6/2018 14:22,11/6/2018 14:46,CX-410,delivery 
2641,11/23/2018 7:42,11/23/2018 8:11,CX-368,pick-up
2642,11/29/2018 16:04,11/29/2018 16:25,CX-688,delivery 
2643,11/4/2018 19:59,11/4/2018 20:15,CX-173,pick-up
2644,11/21/2018 4:58,11/21/2018 5:05,CX-172,delivery 
2645,11/17/2018 15:24,11/17/2018 15:46,CX-643,pick-up
2646,8/31/2018 8:16,8/31/2018 8:30,CX-62,delivery 
2647,10/10/2018 6:57,10/10/2018 7:18,CX-767,pick-up
2648,11/27/2018 4:36,11/27/2018 4:54,CX-203,delivery 
2649,11/18/2018 10:04,11/18/2018 10:19,CX-1,pick-up
2650,11/6/2018 20:52,11/6/2018 21:05,CX-479,delivery 
2651,10/18/2018 10:37,10/18/2018 10:46,CX-391,pick-up
2652,11/5/2018 10:59,11/5/2018 10:59,CX-186,delivery 
2653,11/15/2018 20:09,11/15/2018 20:38,CX-875,pick-up
2654,11/2/2018 6:27,11/2/2018 6:40,CX-505,delivery 
2655,9/13/2018 2:49,9/13/2018 3:11,CX-774,pick-up
2656,11/29/2018 9:53,11/29/2018 9:58,CX-487,delivery 
2657,9/28/2018 16:07,9/28/2018 16:34,CX-222,pick-up
2658,8/27/2018 17:09,8/27/2018 17:23,CX-514,delivery 
2659,9/1/2018 23:38,9/1/2018 23:50,CX-4,pick-up
2660,10/18/2018 19:49,10/18/2018 20:14,CX-133,delivery 
2661,11/16/2018 18:12,11/16/2018 18:29,CX-255,pick-up
2662,11/16/2018 16:07,11/16/2018 16:34,CX-426,delivery 
2663,8/20/2018 7:00,8/20/2018 7:02,CX-468,pick-up
2664,10/1/2018 13:32,10/1/2018 13:56,CX-505,delivery 
2665,11/22/2018 6:27,11/22/2018 6:30,CX-905,pick-up
2666,10/28/2018 4:05,10/28/2018 4:24,CX-22,delivery 
2667,11/22/2018 0:39,11/22/2018 0:51,CX-196,pick-up
2668,11/14/2018 12:37,11/14/2018 12:54,CX-605,delivery 
2669,10/9/2018 14:23,10/9/2018 14:25,CX-106,pick-up
2670,11/27/2018 1:58,11/27/2018 2:11,CX-583,delivery 
2671,11/22/2018 1:30,11/22/2018 1:44,CX-837,pick-up
2672,11/22/2018 10:29,11/22/2018 10:36,CX-188,delivery 
2673,9/17/2018 15:36,9/17/2018 15:57,CX-883,pick-up
2674,9/16/2018 8:01,9/16/2018 8:16,CX-527,delivery 
2675,10/24/2018 16:37,10/24/2018 16:39,CX-507,pick-up
2676,10/26/2018 12:29,10/26/2018 12:47,CX-875,delivery 
2677,10/25/2018 14:04,10/25/2018 14:10,CX-796,pick-up
2678,11/26/2018 5:05,11/26/2018 5:19,CX-801,delivery 
2679,11/18/2018 18:16,11/18/2018 18:24,CX-704,pick-up
2680,9/5/2018 10:38,9/5/2018 11:01,CX-485,delivery 
2681,10/10/2018 7:23,10/10/2018 7:25,CX-591,pick-up
2682,9/16/2018 19:23,9/16/2018 19:38,CX-535,delivery 
2683,10/7/2018 13:15,10/7/2018 13:19,CX-752,pick-up
2684,10/12/2018 12:48,10/12/2018 13:01,CX-74,delivery 
2685,8/15/2018 17:23,8/15/2018 17:44,CX-128,pick-up
2686,11/1/2018 14:42,11/1/2018 14:57,CX0,delivery 
2687,9/14/2018 0:02,9/14/2018 0:22,CX-955,pick-up
2688,9/30/2018 17:32,9/30/2018 17:43,CX-915,delivery 
2689,10/9/2018 21:19,10/9/2018 21:48,CX-665,pick-up
2690,9/12/2018 4:09,9/12/2018 4:31,CX-413,delivery 
2691,11/23/2018 0:18,11/23/2018 0:46,CX-630,pick-up
2692,10/11/2018 6:24,10/11/2018 6:43,CX-468,delivery 
2693,11/27/2018 2:34,11/27/2018 3:03,CX-256,pick-up
2694,11/24/2018 19:54,11/24/2018 20:00,CX-914,delivery 
2695,11/25/2018 23:53,11/26/2018 0:14,CX-298,pick-up
2696,11/6/2018 13:25,11/6/2018 13:50,CX-431,delivery 
2697,11/12/2018 12:01,11/12/2018 12:16,CX-40,pick-up
2698,9/7/2018 21:01,9/7/2018 21:13,CX-998,delivery 
2699,11/15/2018 23:58,11/16/2018 0:18,CX-15,pick-up
2700,11/15/2018 8:51,11/15/2018 8:53,CX-3,delivery 
2701,9/7/2018 17:20,9/7/2018 17:29,CX-745,pick-up
2702,10/9/2018 5:24,10/9/2018 5:29,CX-327,delivery 
2703,10/21/2018 7:17,10/21/2018 7:45,CX-150,pick-up
2704,10/13/2018 22:46,10/13/2018 23:11,CX-611,delivery 
2705,11/20/2018 0:47,11/20/2018 1:00,CX-402,pick-up
2706,9/22/2018 18:30,9/22/2018 18:34,CX-499,delivery 
2707,11/16/2018 18:12,11/16/2018 18:33,CX-109,pick-up
2708,11/26/2018 8:55,11/26/2018 9:02,CX-839,delivery 
2709,11/19/2018 1:03,11/19/2018 1:19,CX-270,pick-up
2710,9/7/2018 5:41,9/7/2018 5:44,CX-584,delivery 
2711,11/8/2018 9:28,11/8/2018 9:54,CX-227,pick-up
2712,11/14/2018 9:40,11/14/2018 9:50,CX-453,delivery 
2713,9/15/2018 7:14,9/15/2018 7:38,CX-516,pick-up
2714,11/13/2018 17:20,11/13/2018 17:32,CX-59,delivery 
2715,11/10/2018 15:09,11/10/2018 15:37,CX-189,pick-up
2716,9/15/2018 8:33,9/15/2018 8:50,CX-909,delivery 
2717,9/6/2018 14:44,9/6/2018 14:54,CX-359,pick-up
2718,11/21/2018 16:33,11/21/2018 16:55,CX-485,delivery 
2719,9/9/2018 20:15,9/9/2018 20:32,CX-667,pick-up
2720,9/16/2018 11:09,9/16/2018 11:12,CX-946,delivery 
2721,10/30/2018 22:50,10/30/2018 23:13,CX-340,pick-up
2722,10/2/2018 8:07,10/2/2018 8:27,CX-29,delivery 
2723,11/6/2018 7:38,11/6/2018 8:05,CX-180,pick-up
2724,11/7/2018 3:22,11/7/2018 3:48,CX-57,delivery 
2725,11/16/2018 15:05,11/16/2018 15:11,CX-173,pick-up
2726,10/19/2018 5:51,10/19/2018 5:52,CX-303,delivery 
2727,10/22/2018 21:46,10/22/2018 22:10,CX-750,pick-up
2728,11/28/2018 0:15,11/28/2018 0:30,CX-967,delivery 
2729,10/10/2018 14:27,10/10/2018 14:37,CX-569,pick-up
2730,11/17/2018 16:50,11/17/2018 17:14,CX-583,delivery 
2731,10/26/2018 11:49,10/26/2018 12:09,CX-317,pick-up
2732,11/1/2018 4:01,11/1/2018 4:22,CX-202,delivery 
2733,8/17/2018 15:30,8/17/2018 15:40,CX-480,pick-up
2734,10/15/2018 0:00,10/15/2018 0:29,CX-83,delivery 
2735,11/23/2018 23:30,11/23/2018 23:37,CX-366,pick-up
2736,10/1/2018 16:34,10/1/2018 16:41,CX-360,delivery 
2737,10/8/2018 14:57,10/8/2018 15:07,CX-76,pick-up
2738,11/6/2018 7:25,11/6/2018 7:34,CX-58,delivery 
2740,10/20/2018 0:30,10/20/2018 0:52,CX-102,pick-up
2741,10/22/2018 7:12,10/22/2018 7:41,CX-32,delivery 
2742,11/11/2018 5:49,11/11/2018 6:04,CX-665,pick-up
2743,11/3/2018 13:49,11/3/2018 14:08,CX-314,delivery 
2744,10/21/2018 5:49,10/21/2018 6:02,CX-890,pick-up
2745,10/19/2018 21:08,10/19/2018 21:13,CX-438,delivery 
2746,9/25/2018 15:07,9/25/2018 15:34,CX-250,pick-up
2747,10/20/2018 20:44,10/20/2018 20:54,CX-144,delivery 
2748,11/25/2018 19:54,11/25/2018 20:14,CX-651,pick-up
2749,10/24/2018 11:11,10/24/2018 11:13,CX-270,delivery 
2750,10/30/2018 14:03,10/30/2018 14:26,CX-72,pick-up
2751,11/23/2018 13:49,11/23/2018 14:05,CX-863,delivery 
2752,11/25/2018 11:20,11/25/2018 11:42,CX-539,pick-up
2753,11/7/2018 0:14,11/7/2018 0:31,CX-693,delivery 
2754,11/16/2018 2:37,11/16/2018 2:57,CX-671,pick-up
2755,10/29/2018 2:55,10/29/2018 2:59,CX-31,delivery 
2756,10/20/2018 18:58,10/20/2018 19:21,CX-998,pick-up
2757,9/27/2018 8:26,9/27/2018 8:45,CX-497,delivery 
2758,9/3/2018 16:17,9/3/2018 16:24,CX-270,pick-up
2759,11/20/2018 22:02,11/20/2018 22:29,CX-554,delivery 
2760,10/26/2018 6:28,10/26/2018 6:30,CX-9,pick-up
2761,8/18/2018 1:05,8/18/2018 1:14,CX-993,delivery 
2762,10/29/2018 11:58,10/29/2018 12:02,CX-477,pick-up
2763,10/6/2018 0:06,10/6/2018 0:21,CX-803,delivery 
2764,11/24/2018 19:33,11/24/2018 19:34,CX-20,pick-up
2765,9/26/2018 23:11,9/26/2018 23:27,CX-243,delivery 
