item_id,order_id,food_item,amount_paid
8795,989,Passionfruit Green Tea,3.75
8796,3491,Gam Ja Tang,11.25
8797,1474,Gam Ja Tang,11.25
8798,2225,Passionfruit Green Tea,3.75
8799,4952,Cha Siu Bao,9.25
8800,1651,Passionfruit Green Tea,3.75
8801,4152,Cha Siu Bao,9.25
8802,928,Pork Belly Bao,9.25
8803,555,Pork Belly Bao,9.25
8804,1545,Cha Siu Bao,9.25
8805,4925,Passionfruit Green Tea,3.75
8806,1445,Gam Ja Tang,11.25
8807,2007,Gam Ja Tang,11.25
8808,3495,Pork Belly Bao,9.25
8809,77,Braised Beef Noodles,10.25
8810,842,Matcha Cheese Cake,6.75
8811,2420,Passionfruit Green Tea,3.75
8812,923,Gam Ja Tang,11.25
8813,1491,Gam Ja Tang,11.25
8814,355,Cha Siu Bao,9.25
8815,3696,Passionfruit Green Tea,3.75
8816,4380,Cha Siu Bao,9.25
8817,2375,Braised Beef Noodles,10.25
8818,1501,Gam Ja Tang,11.25
8819,2858,Gam Ja Tang,11.25
8820,931,Gam Ja Tang,11.25
8821,443,Herbal Grass Jelly Drink,8.75
8822,4128,Pork Belly Bao,9.25
8823,1594,Pork Belly Bao,9.25
8824,2960,Braised Beef Noodles,10.25
8825,1537,Red Bean & Taro Slush,8.75
8826,245,Passionfruit Green Tea,3.75
8827,962,Pork Belly Bao,9.25
8828,2483,Passionfruit Green Tea,3.75
8829,4995,Cha Siu Bao,9.25
8830,927,Pork Belly Bao,9.25
8831,742,Gam Ja Tang,11.25
8832,1027,Braised Beef Noodles,10.25
8833,4775,Black Sugar Bubble Tea,5.25
8834,1822,Cha Siu Bao,9.25
8835,2630,Passionfruit Green Tea,3.75
8836,2223,Braised Beef Noodles,10.25
8837,3440,Cha Siu Bao,9.25
8838,4268,Passionfruit Green Tea,3.75
8839,3277,Gam Ja Tang,11.25
8840,3432,Pork Belly Bao,9.25
8841,331,Red Bean & Taro Slush,8.75
8842,275,Matcha Cheese Cake,6.75
8843,627,Braised Beef Noodles,10.25
8844,3411,Gam Ja Tang,11.25
8845,4722,Pork Belly Bao,9.25
8846,909,Black Sugar Bubble Tea,5.25
8847,1127,Pork Belly Bao,9.25
8848,4431,Gam Ja Tang,11.25
8849,4229,Pork Belly Bao,9.25
8850,4658,Passionfruit Green Tea,3.75
8851,4187,Red Bean & Taro Slush,8.75
8852,3387,Gam Ja Tang,11.25
8853,2881,Passionfruit Green Tea,3.75
8854,2510,Pork Belly Bao,9.25
8855,3483,Pork Belly Bao,9.25
8856,2492,Passionfruit Green Tea,3.75
8857,445,Matcha Cheese Cake,6.75
8858,559,Cha Siu Bao,9.25
8859,3473,Braised Beef Noodles,10.25
8860,4989,Passionfruit Green Tea,3.75
8861,1716,Gam Ja Tang,11.25
8862,1908,Passionfruit Green Tea,3.75
8863,3989,Braised Beef Noodles,10.25
8864,1750,Passionfruit Green Tea,3.75
8865,3954,Passionfruit Green Tea,3.75
8866,3526,Cha Siu Bao,9.25
8867,3348,Braised Beef Noodles,10.25
8868,4883,Pork Belly Bao,9.25
8869,3602,Cha Siu Bao,9.25
8870,3941,Pork Belly Bao,9.25
8871,1347,Pork Belly Bao,9.25
8872,4031,Gam Ja Tang,11.25
8873,2163,Black Sugar Bubble Tea,5.25
8874,356,Pork Belly Bao,9.25
8875,2848,Passionfruit Green Tea,3.75
8876,4862,Gam Ja Tang,11.25
8877,2902,Black Sugar Bubble Tea,5.25
8878,463,Braised Beef Noodles,10.25
8879,2014,Black Sugar Bubble Tea,5.25
8880,2466,Matcha Cheese Cake,6.75
8881,3024,Gam Ja Tang,11.25
8882,3941,Passionfruit Green Tea,3.75
8883,215,Matcha Cheese Cake,6.75
8884,623,Gam Ja Tang,11.25
8885,1231,Passionfruit Green Tea,3.75
8886,2515,Cha Siu Bao,9.25
8887,3268,Black Sugar Bubble Tea,5.25
8888,2580,Passionfruit Green Tea,3.75
8889,3115,Braised Beef Noodles,10.25
8890,2031,Gam Ja Tang,11.25
8891,1765,Gam Ja Tang,11.25
8892,4357,Cha Siu Bao,9.25
8893,2925,Pork Belly Bao,9.25
8894,4290,Gam Ja Tang,11.25
8895,756,Cha Siu Bao,9.25
8896,1438,Pork Belly Bao,9.25
8897,1129,Passionfruit Green Tea,3.75
8898,98,Passionfruit Green Tea,3.75
8899,2586,Cha Siu Bao,9.25
8900,461,Braised Beef Noodles,10.25
8901,4998,Braised Beef Noodles,10.25
8902,4053,Black Sugar Bubble Tea,5.25
8903,3120,Gam Ja Tang,11.25
8904,1856,Pork Belly Bao,9.25
8905,3925,Pork Belly Bao,9.25
8906,2303,Black Sugar Bubble Tea,5.25
8907,2009,Passionfruit Green Tea,3.75
8908,995,Cha Siu Bao,9.25
8909,2939,Pork Belly Bao,9.25
8910,4690,Braised Beef Noodles,10.25
8911,4780,Cha Siu Bao,9.25
8912,2094,Passionfruit Green Tea,3.75
8913,1531,Cha Siu Bao,9.25
8914,4289,Gam Ja Tang,11.25
8915,2170,Pork Belly Bao,9.25
8916,2094,Pork Belly Bao,9.25
8917,4145,Braised Beef Noodles,10.25
8918,3662,Gam Ja Tang,11.25
8919,808,Cha Siu Bao,9.25
8920,1275,Gam Ja Tang,11.25
8921,322,Cha Siu Bao,9.25
8922,1652,Gam Ja Tang,11.25
8923,1672,Braised Beef Noodles,10.25
8924,2683,Cha Siu Bao,9.25
8925,4652,Cha Siu Bao,9.25
8926,1946,Gam Ja Tang,11.25
8927,753,Passionfruit Green Tea,3.75
8928,4640,Cha Siu Bao,9.25
8929,326,Black Sugar Bubble Tea,5.25
8930,4431,Black Sugar Bubble Tea,5.25
8931,4567,Braised Beef Noodles,10.25
8932,5,Pork Belly Bao,9.25
8933,3284,Matcha Cheese Cake,6.75
8934,4702,Pork Belly Bao,9.25
8935,1536,Braised Beef Noodles,10.25
8936,338,Gam Ja Tang,11.25
8937,2966,Pork Belly Bao,9.25
8938,659,Gam Ja Tang,11.25
8939,2010,Gam Ja Tang,11.25
8940,3533,Gam Ja Tang,11.25
8941,1644,Matcha Cheese Cake,6.75
8942,3149,Cha Siu Bao,9.25
8943,1212,Passionfruit Green Tea,3.75
8944,3426,Braised Beef Noodles,10.25
8945,1868,Pork Belly Bao,9.25
8946,1229,Gam Ja Tang,11.25
8947,1770,Pork Belly Bao,9.25
8948,4707,Gam Ja Tang,11.25
8949,1312,Gam Ja Tang,11.25
8950,682,Pork Belly Bao,9.25
8951,3094,Gam Ja Tang,11.25
8952,2326,Cha Siu Bao,9.25
8953,3540,Gam Ja Tang,11.25
8954,4668,Pork Belly Bao,9.25
8955,196,Braised Beef Noodles,10.25
8956,4885,Matcha Cheese Cake,6.75
8957,2696,Passionfruit Green Tea,3.75
8958,1003,Passionfruit Green Tea,3.75
8959,3755,Matcha Cheese Cake,6.75
8960,2421,Cha Siu Bao,9.25
8961,2709,Gam Ja Tang,11.25
8962,3211,Passionfruit Green Tea,3.75
8963,647,Cha Siu Bao,9.25
8964,4852,Cha Siu Bao,9.25
8965,2526,Cha Siu Bao,9.25
8966,843,Gam Ja Tang,11.25
8967,1534,Pork Belly Bao,9.25
8968,4348,Gam Ja Tang,11.25
8969,2496,Gam Ja Tang,11.25
8970,2436,Black Sugar Bubble Tea,5.25
8971,4299,Pork Belly Bao,9.25
8972,4645,Braised Beef Noodles,10.25
8973,1764,Black Sugar Bubble Tea,5.25
8974,2060,Cha Siu Bao,9.25
8975,1041,Gam Ja Tang,11.25
8976,2102,Gam Ja Tang,11.25
8977,1723,Cha Siu Bao,9.25
8978,320,Cha Siu Bao,9.25
8979,2968,Red Bean & Taro Slush,8.75
8980,322,Braised Beef Noodles,10.25
8981,1262,Pork Belly Bao,9.25
8982,1049,Pork Belly Bao,9.25
8983,830,Gam Ja Tang,11.25
8984,4663,Gam Ja Tang,11.25
8985,3937,Red Bean & Taro Slush,8.75
8986,2399,Cha Siu Bao,9.25
8987,3973,Pork Belly Bao,9.25
8988,4509,Passionfruit Green Tea,3.75
8989,2031,Braised Beef Noodles,10.25
8990,221,Gam Ja Tang,11.25
8991,1807,Cha Siu Bao,9.25
8992,717,Gam Ja Tang,11.25
8993,4547,Pork Belly Bao,9.25
8994,3655,Cha Siu Bao,9.25
8995,858,Passionfruit Green Tea,3.75
8996,3734,Pork Belly Bao,9.25
8997,3734,Braised Beef Noodles,10.25
8998,3876,Cha Siu Bao,9.25
8999,1923,Gam Ja Tang,11.25
9000,3962,Red Bean & Taro Slush,8.75
9001,105,Pork Belly Bao,9.25
9002,672,Pork Belly Bao,9.25
9003,1008,Gam Ja Tang,11.25
9004,3225,Cha Siu Bao,9.25
9005,3786,Braised Beef Noodles,10.25
9006,255,Cha Siu Bao,9.25
9007,1401,Passionfruit Green Tea,3.75
9008,4000,Cha Siu Bao,9.25
9009,1568,Pork Belly Bao,9.25
9010,2149,Braised Beef Noodles,10.25
9011,685,Gam Ja Tang,11.25
9012,3211,Gam Ja Tang,11.25
9013,1739,Passionfruit Green Tea,3.75
9014,2081,Pork Belly Bao,9.25
9015,1319,Passionfruit Green Tea,3.75
9016,487,Cha Siu Bao,9.25
9017,1375,Passionfruit Green Tea,3.75
9018,1837,Gam Ja Tang,11.25
9019,1905,Braised Beef Noodles,10.25
9020,4680,Passionfruit Green Tea,3.75
9021,933,Cha Siu Bao,9.25
9022,1209,Braised Beef Noodles,10.25
9023,4042,Cha Siu Bao,9.25
9024,3091,Pork Belly Bao,9.25
9025,3952,Black Sugar Bubble Tea,5.25
9026,4838,Gam Ja Tang,11.25
9027,1675,Gam Ja Tang,11.25
9028,1885,Cha Siu Bao,9.25
9029,467,Cha Siu Bao,9.25
9030,784,Cha Siu Bao,9.25
9031,4937,Gam Ja Tang,11.25
9032,4337,Braised Beef Noodles,10.25
9033,4833,Gam Ja Tang,11.25
9034,1307,Cha Siu Bao,9.25
9035,385,Passionfruit Green Tea,3.75
9036,4133,Gam Ja Tang,11.25
9037,323,Cha Siu Bao,9.25
9038,2208,Gam Ja Tang,11.25
9039,4519,Passionfruit Green Tea,3.75
9040,1087,Gam Ja Tang,11.25
9041,461,Pork Belly Bao,9.25
9042,900,Gam Ja Tang,11.25
9043,3103,Matcha Cheese Cake,6.75
9044,4653,Cha Siu Bao,9.25
9045,4640,Gam Ja Tang,11.25
9046,4704,Gam Ja Tang,11.25
9047,3157,Gam Ja Tang,11.25
9048,2926,Cha Siu Bao,9.25
9049,2976,Gam Ja Tang,11.25
9050,77,Braised Beef Noodles,10.25
9051,1750,Gam Ja Tang,11.25
9052,3188,Cha Siu Bao,9.25
9053,3856,Passionfruit Green Tea,3.75
9054,1595,Gam Ja Tang,11.25
9055,103,Passionfruit Green Tea,3.75
9056,1514,Passionfruit Green Tea,3.75
9057,3840,Braised Beef Noodles,10.25
9058,3418,Braised Beef Noodles,10.25
9059,251,Black Sugar Bubble Tea,5.25
9060,642,Braised Beef Noodles,10.25
9061,4297,Gam Ja Tang,11.25
9062,726,Cha Siu Bao,9.25
9063,1847,Pork Belly Bao,9.25
9064,2461,Gam Ja Tang,11.25
9065,4641,Pork Belly Bao,9.25
9066,3224,Passionfruit Green Tea,3.75
9067,3856,Passionfruit Green Tea,3.75
9068,3689,Cha Siu Bao,9.25
9069,4687,Braised Beef Noodles,10.25
9070,2739,Gam Ja Tang,11.25
9071,4020,Braised Beef Noodles,10.25
9072,1902,Pork Belly Bao,9.25
9073,3315,Gam Ja Tang,11.25
9074,679,Black Sugar Bubble Tea,5.25
9075,3115,Gam Ja Tang,11.25
9076,1878,Gam Ja Tang,11.25
9077,1462,Passionfruit Green Tea,3.75
9078,1389,Pork Belly Bao,9.25
9079,1739,Passionfruit Green Tea,3.75
9080,4713,Gam Ja Tang,11.25
9081,3418,Black Sugar Bubble Tea,5.25
9082,2609,Cha Siu Bao,9.25
9083,970,Passionfruit Green Tea,3.75
9084,1743,Cha Siu Bao,9.25
9085,1071,Pork Belly Bao,9.25
9086,1856,Pork Belly Bao,9.25
9087,2338,Gam Ja Tang,11.25
9088,99,Gam Ja Tang,11.25
9089,62,Gam Ja Tang,11.25
9090,923,Braised Beef Noodles,10.25
9091,4068,Cha Siu Bao,9.25
9092,4749,Gam Ja Tang,11.25
9093,984,Pork Belly Bao,9.25
9094,2636,Braised Beef Noodles,10.25
9095,993,Gam Ja Tang,11.25
9096,1066,Pork Belly Bao,9.25
9097,1213,Cha Siu Bao,9.25
9098,3406,Braised Beef Noodles,10.25
9099,342,Braised Beef Noodles,10.25
9100,1895,Pork Belly Bao,9.25
9101,1031,Cha Siu Bao,9.25
9102,3605,Braised Beef Noodles,10.25
9103,833,Black Sugar Bubble Tea,5.25
9104,3691,Gam Ja Tang,11.25
9105,3659,Cha Siu Bao,9.25
9106,637,Cha Siu Bao,9.25
9107,3368,Cha Siu Bao,9.25
9108,3153,Gam Ja Tang,11.25
9109,1945,Passionfruit Green Tea,3.75
9110,4386,Gam Ja Tang,11.25
9111,112,Braised Beef Noodles,10.25
9112,2312,Cha Siu Bao,9.25
9113,3328,Matcha Cheese Cake,6.75
9114,3659,Passionfruit Green Tea,3.75
9115,1959,Pork Belly Bao,9.25
9116,3836,Braised Beef Noodles,10.25
9117,1451,Cha Siu Bao,9.25
9118,4960,Braised Beef Noodles,10.25
9119,4006,Gam Ja Tang,11.25
9120,3334,Cha Siu Bao,9.25
9121,623,Passionfruit Green Tea,3.75
9122,4480,Pork Belly Bao,9.25
9123,911,Braised Beef Noodles,10.25
9124,4029,Cha Siu Bao,9.25
9125,782,Matcha Cheese Cake,6.75
9126,1171,Gam Ja Tang,11.25
9127,2204,Braised Beef Noodles,10.25
9128,3746,Pork Belly Bao,9.25
9129,825,Braised Beef Noodles,10.25
9130,3119,Braised Beef Noodles,10.25
9131,1925,Braised Beef Noodles,10.25
9132,2725,Black Sugar Bubble Tea,5.25
9133,457,Braised Beef Noodles,10.25
9134,1146,Passionfruit Green Tea,3.75
9135,3827,Gam Ja Tang,11.25
9136,2525,Braised Beef Noodles,10.25
9137,2372,Black Sugar Bubble Tea,5.25
9138,987,Braised Beef Noodles,10.25
9139,2383,Pork Belly Bao,9.25
9140,358,Matcha Cheese Cake,6.75
9141,2408,Passionfruit Green Tea,3.75
9142,3520,Passionfruit Green Tea,3.75
9143,1818,Cha Siu Bao,9.25
9144,3843,Cha Siu Bao,9.25
9145,1090,Cha Siu Bao,9.25
9146,428,Cha Siu Bao,9.25
9147,1501,Gam Ja Tang,11.25
9148,2060,Gam Ja Tang,11.25
9149,573,Gam Ja Tang,11.25
9150,3409,Gam Ja Tang,11.25
9151,168,Pork Belly Bao,9.25
9152,3258,Cha Siu Bao,9.25
9153,3610,Pork Belly Bao,9.25
9154,3790,Passionfruit Green Tea,3.75
9155,2188,Pork Belly Bao,9.25
9156,323,Passionfruit Green Tea,3.75
9157,952,Gam Ja Tang,11.25
9158,4655,Braised Beef Noodles,10.25
9159,3453,Cha Siu Bao,9.25
9160,3172,Passionfruit Green Tea,3.75
9161,1391,Pork Belly Bao,9.25
9162,2704,Passionfruit Green Tea,3.75
9163,1140,Cha Siu Bao,9.25
9164,2377,Braised Beef Noodles,10.25
9165,3523,Gam Ja Tang,11.25
9166,1335,Passionfruit Green Tea,3.75
9167,4039,Pork Belly Bao,9.25
9168,1018,Braised Beef Noodles,10.25
9169,3211,Cha Siu Bao,9.25
9170,2023,Pork Belly Bao,9.25
9171,1122,Pork Belly Bao,9.25
9172,1464,Gam Ja Tang,11.25
9173,75,Pork Belly Bao,9.25
9174,3973,Pork Belly Bao,9.25
9175,1385,Pork Belly Bao,9.25
9176,3968,Passionfruit Green Tea,3.75
9177,3464,Matcha Cheese Cake,6.75
9178,1356,Passionfruit Green Tea,3.75
9179,1051,Pork Belly Bao,9.25
9180,466,Cha Siu Bao,9.25
9181,1939,Gam Ja Tang,11.25
9182,223,Matcha Cheese Cake,6.75
9183,1396,Gam Ja Tang,11.25
9184,3763,Herbal Grass Jelly Drink,8.75
9185,3616,Black Sugar Bubble Tea,5.25
9186,42,Gam Ja Tang,11.25
9187,397,Passionfruit Green Tea,3.75
9188,1231,Gam Ja Tang,11.25
9189,89,Cha Siu Bao,9.25
9190,663,Gam Ja Tang,11.25
9191,2903,Braised Beef Noodles,10.25
9192,3694,Passionfruit Green Tea,3.75
9193,4933,Braised Beef Noodles,10.25
9194,2423,Braised Beef Noodles,10.25
9195,1532,Cha Siu Bao,9.25
9196,2078,Gam Ja Tang,11.25
9197,2344,Matcha Cheese Cake,6.75
9198,2787,Matcha Cheese Cake,6.75
9199,1719,Gam Ja Tang,11.25
9200,4883,Pork Belly Bao,9.25
9201,1352,Passionfruit Green Tea,3.75
9202,3158,Gam Ja Tang,11.25
9203,2901,Braised Beef Noodles,10.25
9204,2032,Black Sugar Bubble Tea,5.25
9205,2533,Cha Siu Bao,9.25
9206,4107,Passionfruit Green Tea,3.75
9207,1112,Gam Ja Tang,11.25
9208,4752,Cha Siu Bao,9.25
9209,2820,Passionfruit Green Tea,3.75
9210,3075,Gam Ja Tang,11.25
9211,3213,Braised Beef Noodles,10.25
9212,90,Pork Belly Bao,9.25
9213,4872,Pork Belly Bao,9.25
9214,3372,Gam Ja Tang,11.25
9215,1227,Pork Belly Bao,9.25
9216,712,Passionfruit Green Tea,3.75
9217,3393,Braised Beef Noodles,10.25
9218,4044,Black Sugar Bubble Tea,5.25
9219,273,Braised Beef Noodles,10.25
9220,3669,Cha Siu Bao,9.25
9221,3701,Gam Ja Tang,11.25
9222,3698,Pork Belly Bao,9.25
9223,2443,Cha Siu Bao,9.25
9224,2882,Cha Siu Bao,9.25
9225,699,Braised Beef Noodles,10.25
9226,3322,Braised Beef Noodles,10.25
9227,1802,Passionfruit Green Tea,3.75
9228,3979,Gam Ja Tang,11.25
9229,3133,Cha Siu Bao,9.25
9230,1920,Passionfruit Green Tea,3.75
9231,4344,Cha Siu Bao,9.25
9232,317,Pork Belly Bao,9.25
9233,1326,Braised Beef Noodles,10.25
9234,2439,Pork Belly Bao,9.25
9235,3065,Braised Beef Noodles,10.25
9236,1619,Gam Ja Tang,11.25
9237,739,Cha Siu Bao,9.25
9238,1257,Passionfruit Green Tea,3.75
9239,1682,Braised Beef Noodles,10.25
9240,4615,Gam Ja Tang,11.25
9241,4853,Braised Beef Noodles,10.25
9242,890,Pork Belly Bao,9.25
9243,1563,Pork Belly Bao,9.25
9244,3613,Gam Ja Tang,11.25
9245,3872,Gam Ja Tang,11.25
9246,276,Gam Ja Tang,11.25
9247,4004,Braised Beef Noodles,10.25
9248,3410,Herbal Grass Jelly Drink,8.75
9249,4222,Pork Belly Bao,9.25
9250,2532,Pork Belly Bao,9.25
9251,2243,Pork Belly Bao,9.25
9252,2465,Pork Belly Bao,9.25
9253,4661,Passionfruit Green Tea,3.75
9254,2255,Pork Belly Bao,9.25
9255,4289,Passionfruit Green Tea,3.75
9256,1,Passionfruit Green Tea,3.75
9257,2861,Braised Beef Noodles,10.25
9258,3697,Gam Ja Tang,11.25
9259,1336,Matcha Cheese Cake,6.75
9260,811,Gam Ja Tang,11.25
9261,4696,Pork Belly Bao,9.25
9262,4442,Braised Beef Noodles,10.25
9263,4822,Pork Belly Bao,9.25
9264,2314,Passionfruit Green Tea,3.75
9265,3266,Passionfruit Green Tea,3.75
9266,3167,Gam Ja Tang,11.25
9267,2359,Braised Beef Noodles,10.25
9268,2858,Cha Siu Bao,9.25
9269,3215,Matcha Cheese Cake,6.75
9270,2921,Gam Ja Tang,11.25
9271,1809,Pork Belly Bao,9.25
9272,3001,Pork Belly Bao,9.25
9273,4501,Pork Belly Bao,9.25
9274,1074,Pork Belly Bao,9.25
9275,2035,Gam Ja Tang,11.25
9276,1896,Cha Siu Bao,9.25
9277,2471,Braised Beef Noodles,10.25
9278,4826,Pork Belly Bao,9.25
9279,3461,Gam Ja Tang,11.25
9280,4660,Braised Beef Noodles,10.25
9281,4157,Passionfruit Green Tea,3.75
9282,1510,Red Bean & Taro Slush,8.75
9283,3262,Braised Beef Noodles,10.25
9284,1379,Pork Belly Bao,9.25
9285,3466,Braised Beef Noodles,10.25
9286,4516,Pork Belly Bao,9.25
9287,4320,Cha Siu Bao,9.25
9288,787,Red Bean & Taro Slush,8.75
9289,3852,Gam Ja Tang,11.25
9290,4634,Braised Beef Noodles,10.25
9291,1041,Cha Siu Bao,9.25
9292,4156,Passionfruit Green Tea,3.75
9293,2549,Gam Ja Tang,11.25
9294,143,Gam Ja Tang,11.25
9295,2908,Braised Beef Noodles,10.25
9296,4484,Braised Beef Noodles,10.25
9297,3787,Passionfruit Green Tea,3.75
9298,4518,Braised Beef Noodles,10.25
9299,4746,Pork Belly Bao,9.25
9300,3313,Gam Ja Tang,11.25
9301,4299,Passionfruit Green Tea,3.75
9302,110,Gam Ja Tang,11.25
9303,3480,Black Sugar Bubble Tea,5.25
9304,4056,Pork Belly Bao,9.25
9305,4701,Passionfruit Green Tea,3.75
9306,97,Gam Ja Tang,11.25
9307,911,Gam Ja Tang,11.25
9308,1028,Gam Ja Tang,11.25
9309,390,Pork Belly Bao,9.25
9310,636,Gam Ja Tang,11.25
9311,2622,Gam Ja Tang,11.25
9312,2683,Passionfruit Green Tea,3.75
9313,3106,Cha Siu Bao,9.25
9314,1166,Pork Belly Bao,9.25
9315,96,Braised Beef Noodles,10.25
9316,3684,Braised Beef Noodles,10.25
9317,4353,Pork Belly Bao,9.25
9318,3975,Gam Ja Tang,11.25
9319,1566,Gam Ja Tang,11.25
9320,1538,Pork Belly Bao,9.25
9321,1071,Gam Ja Tang,11.25
9322,4580,Passionfruit Green Tea,3.75
9323,227,Pork Belly Bao,9.25
9324,1931,Pork Belly Bao,9.25
9325,697,Gam Ja Tang,11.25
9326,3673,Cha Siu Bao,9.25
9327,4141,Pork Belly Bao,9.25
9328,1180,Passionfruit Green Tea,3.75
9329,3811,Braised Beef Noodles,10.25
9330,1115,Pork Belly Bao,9.25
9331,3611,Cha Siu Bao,9.25
9332,4271,Gam Ja Tang,11.25
9333,1971,Gam Ja Tang,11.25
9334,3309,Braised Beef Noodles,10.25
9335,3698,Braised Beef Noodles,10.25
9336,928,Gam Ja Tang,11.25
9337,4559,Matcha Cheese Cake,6.75
9338,4836,Pork Belly Bao,9.25
9339,2727,Braised Beef Noodles,10.25
9340,641,Pork Belly Bao,9.25
9341,3755,Cha Siu Bao,9.25
9342,310,Matcha Cheese Cake,6.75
9343,2799,Cha Siu Bao,9.25
9344,4373,Pork Belly Bao,9.25
9345,2196,Braised Beef Noodles,10.25
9346,3625,Gam Ja Tang,11.25
9347,550,Passionfruit Green Tea,3.75
9348,2589,Matcha Cheese Cake,6.75
9349,635,Cha Siu Bao,9.25
9350,3293,Braised Beef Noodles,10.25
9351,658,Gam Ja Tang,11.25
9352,126,Braised Beef Noodles,10.25
9353,3942,Pork Belly Bao,9.25
9354,34,Braised Beef Noodles,10.25
9355,589,Cha Siu Bao,9.25
9356,1344,Gam Ja Tang,11.25
9357,1111,Gam Ja Tang,11.25
9358,1349,Gam Ja Tang,11.25
9359,1177,Pork Belly Bao,9.25
9360,4847,Cha Siu Bao,9.25
9361,4217,Braised Beef Noodles,10.25
9362,704,Braised Beef Noodles,10.25
9363,3938,Braised Beef Noodles,10.25
9364,708,Pork Belly Bao,9.25
9365,3118,Braised Beef Noodles,10.25
9366,4480,Cha Siu Bao,9.25
9367,1853,Braised Beef Noodles,10.25
9368,209,Passionfruit Green Tea,3.75
9369,3827,Matcha Cheese Cake,6.75
9370,3791,Red Bean & Taro Slush,8.75
9371,4399,Passionfruit Green Tea,3.75
9372,3429,Pork Belly Bao,9.25
9373,1797,Passionfruit Green Tea,3.75
9374,3732,Cha Siu Bao,9.25
9375,1013,Pork Belly Bao,9.25
9376,925,Cha Siu Bao,9.25
9377,834,Braised Beef Noodles,10.25
9378,1692,Pork Belly Bao,9.25
9379,4473,Gam Ja Tang,11.25
9380,96,Passionfruit Green Tea,3.75
9381,1147,Braised Beef Noodles,10.25
9382,1966,Black Sugar Bubble Tea,5.25
9383,843,Cha Siu Bao,9.25
9384,2377,Pork Belly Bao,9.25
9385,1479,Passionfruit Green Tea,3.75
9386,4915,Cha Siu Bao,9.25
9387,2069,Matcha Cheese Cake,6.75
9388,1721,Gam Ja Tang,11.25
9389,1564,Gam Ja Tang,11.25
9390,2776,Cha Siu Bao,9.25
9391,4055,Braised Beef Noodles,10.25
9392,4035,Gam Ja Tang,11.25
9393,1127,Pork Belly Bao,9.25
9394,4461,Black Sugar Bubble Tea,5.25
9395,1247,Black Sugar Bubble Tea,5.25
9396,4078,Cha Siu Bao,9.25
9397,420,Passionfruit Green Tea,3.75
9398,3792,Gam Ja Tang,11.25
9399,4199,Gam Ja Tang,11.25
9400,742,Pork Belly Bao,9.25
9401,1663,Gam Ja Tang,11.25
9402,211,Pork Belly Bao,9.25
9403,4026,Gam Ja Tang,11.25
9404,382,Cha Siu Bao,9.25
9405,1740,Braised Beef Noodles,10.25
9406,3086,Black Sugar Bubble Tea,5.25
9407,4777,Pork Belly Bao,9.25
9408,1416,Braised Beef Noodles,10.25
9409,1402,Matcha Cheese Cake,6.75
9410,2949,Gam Ja Tang,11.25
9411,4909,Cha Siu Bao,9.25
9412,1359,Gam Ja Tang,11.25
9413,3542,Passionfruit Green Tea,3.75
9414,1913,Passionfruit Green Tea,3.75
9415,3429,Passionfruit Green Tea,3.75
9416,1834,Gam Ja Tang,11.25
9417,2440,Pork Belly Bao,9.25
9418,1848,Braised Beef Noodles,10.25
9419,4792,Cha Siu Bao,9.25
9420,3724,Cha Siu Bao,9.25
9421,1486,Pork Belly Bao,9.25
9422,1877,Cha Siu Bao,9.25
9423,1434,Braised Beef Noodles,10.25
9424,771,Pork Belly Bao,9.25
9425,248,Pork Belly Bao,9.25
9426,2342,Gam Ja Tang,11.25
9427,2851,Pork Belly Bao,9.25
9428,3339,Cha Siu Bao,9.25
9429,4290,Gam Ja Tang,11.25
9430,337,Pork Belly Bao,9.25
9431,920,Gam Ja Tang,11.25
9432,1546,Gam Ja Tang,11.25
9433,3367,Gam Ja Tang,11.25
9434,1965,Gam Ja Tang,11.25
9435,2062,Braised Beef Noodles,10.25
9436,1627,Gam Ja Tang,11.25
9437,4203,Passionfruit Green Tea,3.75
9438,2198,Braised Beef Noodles,10.25
9439,1356,Braised Beef Noodles,10.25
9440,2146,Pork Belly Bao,9.25
9441,1698,Cha Siu Bao,9.25
9442,3081,Gam Ja Tang,11.25
9443,3113,Passionfruit Green Tea,3.75
9444,4154,Gam Ja Tang,11.25
9445,4726,Pork Belly Bao,9.25
9446,2916,Passionfruit Green Tea,3.75
9447,430,Braised Beef Noodles,10.25
9448,2668,Gam Ja Tang,11.25
9449,767,Braised Beef Noodles,10.25
9450,2466,Passionfruit Green Tea,3.75
9451,3128,Matcha Cheese Cake,6.75
9452,812,Gam Ja Tang,11.25
9453,327,Braised Beef Noodles,10.25
9454,2211,Cha Siu Bao,9.25
9455,2668,Gam Ja Tang,11.25
9456,4530,Cha Siu Bao,9.25
9457,460,Pork Belly Bao,9.25
9458,1623,Gam Ja Tang,11.25
9459,3542,Gam Ja Tang,11.25
9460,127,Gam Ja Tang,11.25
9461,794,Gam Ja Tang,11.25
9462,1481,Cha Siu Bao,9.25
9463,1454,Pork Belly Bao,9.25
9464,850,Braised Beef Noodles,10.25
9465,283,Pork Belly Bao,9.25
9466,3744,Black Sugar Bubble Tea,5.25
9467,3962,Pork Belly Bao,9.25
9468,3765,Passionfruit Green Tea,3.75
9469,3954,Pork Belly Bao,9.25
9470,1697,Passionfruit Green Tea,3.75
9471,4902,Pork Belly Bao,9.25
9472,2695,Pork Belly Bao,9.25
9473,2369,Gam Ja Tang,11.25
9474,160,Passionfruit Green Tea,3.75
